WKT,direccion,barrio,comuna,materiales,mas_info
POINT (-58.5119375341137 -34.6555395493093),CAÑADA DE GOMEZ 1645,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5011689229346 -34.664389417409),CAÑADA DE GOMEZ 2557,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4995233654263 -34.6657580715013),CAÑADA DE GOMEZ 2737,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4849291376016 -34.6774038191533),CAÑADA DE GOMEZ 4008,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4780291710032 -34.6830541485603),CAÑADA DE GOMEZ 4547,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4754951903545 -34.6849738287165),CAÑADA DE GOMEZ 4759,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4745542114085 -34.685703412861),CAÑADA DE GOMEZ 4841,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4718697319492 -34.6877364797353),CAÑADA DE GOMEZ 5075,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4685311816119 -34.6902629827782),CAÑADA DE GOMEZ 5335,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4671898034431 -34.691283162376),CAÑADA DE GOMEZ 5471,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4671830360042 -34.5759002623078),CARBAJAL 3830,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4981203288268 -34.5718324592215),CERETTI 3159,VILLA URQUIZA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5251078129279 -34.639463424072),CARHUE 31,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4556981183212 -34.5806855676941),CESPEDES 3620,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5246593115916 -34.6445341209399),CARHUE 495,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5245071911169 -34.646267821378),CARHUE 665,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5243278213485 -34.6482869097468),CARHUE 875,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4465252091968 -34.5850452920371),CHARLONE 74,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4487637074395 -34.584079940089),CHARLONE 266,CHACARITA,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4541925374277 -34.5818415497538),CHARLONE 759,CHACARITA,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4563984003178 -34.581270069521),CHARLONE 912,CHACARITA,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4610092241744 -34.5807900951622),CHARLONE 1322,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5182745441884 -34.6543715373727),CARHUE 1494,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5100188119387 -34.6609064920623),CARHUE 2180,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5038457218095 -34.6660350242611),CARHUE 2604,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4976300592861 -34.6713082220824),CARHUE 3191,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4950592520056 -34.6725836056914),CARHUE 3340,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5114015106707 -34.6247399816407),BOLONIA 5307,VILLA LURO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5292885240981 -34.6200098208749),BRUSELAS 1552,VILLA REAL,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4891727272627 -34.6339421407755),CARRASCO AV. 199,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4913021368198 -34.6322492651446),CARRASCO AV. 425,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4941587082563 -34.6300117041778),CARRASCO AV. 661,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3714293449656 -34.6265472986017),CASEROS AV. 423,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.376149247756 -34.628471445749),TACUARI 1759,BARRACAS,4,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.3933858862272 -34.6348724260477),CASEROS AV. 2184,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4042300909849 -34.6369524642596),CASEROS AV. 2938,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4074100641734 -34.6375159892188),CASEROS AV. 3070,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4102007323241 -34.6379182979178),CASEROS AV. 3242,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4174051323294 -34.6392241325967),CASEROS AV. 3740,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5043443484241 -34.5775418884),COCHRANE 2587,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5067490291728 -34.579026695164),COCHRANE 2799,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5092046751442 -34.580546449598),COCHRANE 2995,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5137590023108 -34.5834700227973),COCHRANE 3340,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4228131849882 -34.6401418456475),CASEROS AV. 4140,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4906938554134 -34.6820417593418),CASTAÑARES AV. 6795,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4420885857242 -34.6566610357109),CASTAÑON 2695,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4403391138862 -34.6579340636667),CASTAÑON 2810,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4375750686811 -34.6601277174448),CASTAÑON 3096,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4363550714507 -34.6612044280492),CASTAÑON 3219,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4350267379588 -34.6621627491581),CASTAÑON 3386,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4999956617849 -34.6026605328605),CONCORDIA 3127,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.507140456038 -34.594451230729),CONCORDIA 4253,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4938599965377 -34.5916496570463),CONDARCO 3776,AGRONOMIA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4949588057298 -34.5903044769703),CONDARCO 3959,AGRONOMIA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4969497519504 -34.5881056611197),CONDARCO 4285,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4981935581562 -34.5867263724596),CONDARCO 4447,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4989307204603 -34.5859115844019),CONDARCO 4577,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5009527036377 -34.5836857793408),CONDARCO 4831,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5026575482788 -34.581809654896),CONDARCO 5071,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4808287564764 -34.5487753637068),CONDE 4212,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4822701988964 -34.5468661296202),CONDE 4470,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4832111445716 -34.5456220153533),CONDE 4620,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4196819211256 -34.6198020385898),CASTRO BARROS 689,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.419174398306 -34.6243855833727),CASTRO BARROS 993,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4755144071437 -34.5490500316849),CONESA 3979,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4770509707486 -34.5459226274584),CONESA 4351,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4187044204087 -34.6266088990401),CASTRO BARROS 1163,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4180505849541 -34.6294125223736),CASTRO BARROS 1417,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4179283492496 -34.634111122185),CASTRO BARROS 1795,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4178737253008 -34.636567897289),CASTRO BARROS 2031,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4209763178735 -34.6119610173492),CASTRO BARROS AV. 33,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4201108906916 -34.6161844974259),CASTRO BARROS AV. 321,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4953305736366 -34.6290901308675),CARRASCO AV. 749,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.450180869777 -34.5822134514422),CORDOBA 6437,CHACARITA,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4962875374578 -34.6283351165741),CARRASCO AV. 845,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4972089007314 -34.6276157269938),CARRASCO AV. 959,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4107705045094 -34.579483517475),CERVIÑO AV. 3695,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4406647761833 -34.587877555092),FITZ ROY 1262,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4118572857792 -34.579175208967),CERVIÑO AV. 3751,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4481168219552 -34.5829828755817),CORDOBA AV. 6245,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4134022273521 -34.5908458100722),CHARCAS 3371,PALERMO,14,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.414385621971 -34.5901024502524),CHARCAS 3471,PALERMO,14,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4314991684081 -34.577465164095),CHARCAS 5246,PALERMO,14,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4666078249245 -34.5806190299273),CHARLONE 1752,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.468776080356 -34.5805523755161),CHARLONE 1930,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4274702333451 -34.6569872639396),CHARRUA 3285,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4856327797213 -34.6447038265381),CHASCOMUS 4322,PARQUE AVELLANEDA,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4950776291214 -34.6525803923481),CHASCOMUS 5395,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4966025114317 -34.653842513072),CHASCOMUS 5585,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4213534680768 -34.6417814590579),CHICLANA AV. 4154,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.437675014189 -34.6001441128468),CORRIENTES AV. 5131,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.440267670031 -34.5983809180526),CORRIENTES AV. 5375,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4427731200577 -34.5960588808876),CORRIENTES AV. 5633,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4446308917347 -34.5943338845352),CORRIENTES AV. 5847,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4519459537549 -34.5881037477023),CORRIENTES AV. 6647,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.39340936182 -34.6170325889345),CHILE 1908,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3974115526678 -34.6173485605772),CHILE 2192,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.40000623158 -34.6174991881657),CHILE 2397,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4020649408157 -34.6177863944365),CHILE 2582,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3916017687494 -34.6487461426668),CHUBUT 1226,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4341594790813 -34.6420360888992),COBO AV. 1367,PARQUE CHACABUCO,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4372655045817 -34.6426554764228),COBO AV. 1565,PARQUE CHACABUCO,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4403077679522 -34.6432735701695),COBO AV. 1781,PARQUE CHACABUCO,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3964882110409 -34.6243236068079),COCHABAMBA 2229,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3999742761014 -34.624784041106),COCHABAMBA 2479,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4059322379225 -34.6257542752571),COCHABAMBA 2929,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4110963752148 -34.6263515319787),COCHABAMBA 3245,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4184403117253 -34.6155898113954),COLOMBRES 296,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4182326992725 -34.6176118530382),COLOMBRES 406,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4179581292635 -34.6219163408227),COLOMBRES 752,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4167169890582 -34.6293166593874),COLOMBRES 1320,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4165438469 -34.6319232340861),COLOMBRES 1540,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3977864162265 -34.6390019790935),COLONIA AV. 267,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3929226120421 -34.6231752649857),COMBATE DE LOS POZOS 1219,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4766728475023 -34.578506449074),COMBATIENTES DE MALVINAS AV. 3549,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4691197487478 -34.6250655112691),CONDARCO 536,FLORES,7,Papel / Cartón,Los materiales deben estar limpios y secos
