ID,OBJETO_OBRA,CANTIDAD_OBJETOS,MATERIAL,DENOMINACION_SIMBOLIZA,AUTORES,UBICACION,OBSERVACIONES,DIRECCION_NORMALIZADA,CALLE,ALTURA,BARRIO,COMUNA,CODIGA_POSTAL,CODIGO_POSTAL_ARGENTINO,LATITUD,LONGITUD,,,,,,,
1344,ANTENA Y MASTIL,1,HIERRO,HJE. A LA BANDERA,,PZTA ALFONSO R CASTELAO,PZTA ALFONSO R CASTELAO,INDEPENDENCIA AV. E IRIGOYEN, BERNARDO DE,INDEPENDENCIA AV.,,,COMUNA 1,,,-34.61763357,-58.38028119,,,,,,
1347,BASE,1,MAMPOSTERIA,SUSTENTACION OBRA 2139,,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
1350,JARRON,1,MARMOL,MOTIVO DECORATIVO,,PLAZA MARTIN FIERRO,PLAZA MARTIN FIERRO,LA RIOJA 1301,LA RIOJA,1301,SAN CRISTOBAL,COMUNA 3,1244,C1244ABC,-34.62601717,-58.40694298,,,,,,,
1358,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,D.A.O.M.,PLAZA MARTIN RODRIGUEZ,PLAZA MARTIN RODRIGUEZ,HABANA 3001,HABANA,3001,VILLA PUEYRREDON,COMUNA 12,1419,C1419GPS,-34.59008336,-58.50090209,,,,,,,
1359,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.VILLA PUEYRREDON A LA MADRE,D.G.O.M.,PLAZA MARTIN RODRIGUEZ,PLAZA MARTIN RODRIGUEZ,HABANA 3001,HABANA,3001,VILLA PUEYRREDON,COMUNA 12,1419,C1419GPS,-34.59008336,-58.50090209,,,,,,,
1360,BUSTO Y BASE,1,BRONCE Y GRANITO,TENIENTE GENERAL GELLY Y OBES,,PZTA GELLY Y OBES,PZTA GELLY Y OBES,GELLY Y OBES, GRAL. AV.,GELLY Y OBES, GRAL. AV.,,,COMUNA 3,,,,,,,,,
1361,GRUPO ESCULTORICO,1,FIBROCEMENTO,LA MADRE,LAPALMA, NORBERTO,PLAZA MARTIN RODRIGUEZ,PLAZA MARTIN RODRIGUEZ,HABANA 3001,HABANA,3001,VILLA PUEYRREDON,COMUNA 12,1419,C1419GPS,-34.59008336,-58.50090209,,,,,,
1362,CADENAS,1,HIERRO FUNDIDO,MOTIVO DECORATIVO,,PZTA CANDIDO DE LASALA,PZTA CANDIDO DE LASALA,SANTA FE AV. 716,SANTA FE AV.,716,,COMUNA 1,1059,C1059ABO,-34.59555568,-58.37733098,,,,,,,
1363,JARRON,1,MARMOL,MOTIVO DECORATIVO,,PLAZA MARTIN RODRIGUEZ,PLAZA MARTIN RODRIGUEZ,HABANA 3001,HABANA,3001,VILLA PUEYRREDON,COMUNA 12,1419,C1419GPS,-34.59008336,-58.50090209,,,,,,,
1364,PLACA,1,MARMOL,HJE. A HUMBERTO CACHO CONSTANTINI,,PLAZA MARTIN RODRIGUEZ,PLAZA MARTIN RODRIGUEZ,HABANA 3001,HABANA,3001,VILLA PUEYRREDON,COMUNA 12,1419,C1419GPS,-34.59008336,-58.50090209,,,,,,,
1366,MASTIL,1,MAMPOSTERIA E HIERRO,HJE. A LA BANDERA,D.A.O.M.,PLAZA MISERERE,PLAZA MISERERE,MITRE, BARTOLOME 2819,MITRE, BARTOLOME,2819,BALVANERA,COMUNA 3,1201,C1201AAA,-34.60889247,-58.40622385,,,,,
1367,CORONA,1,BRONCE,HJE.AL DR.GUILLERMO RAWSON,,PZTA REINO DE TAILANDIA,PZTA REINO DE TAILANDIA,AGOTE, LUIS DR. 2201,AGOTE, LUIS DR.,2201,RECOLETA,COMUNA 2,1425,C1425EOA,-34.58715651,-58.3974469,,,,,
1368,CRUCIFIJO,1,BRONCE,CRISTO CRUCIFICADO,,CEMENTERIO DE LA RECOLETA,CEMENTERIO DE LA RECOLETA,JUNIN 1760,JUNIN,1760,RECOLETA,COMUNA 2,1113,C1113AAT,-34.58813529,-58.39238435,,,,,,,
1369,CUADRANTE SOLAR,1,MARMOL,MOTIVO DECORATIVO,,JARDIN ZOOLOGICO,JARDIN ZOOLOGICO,SARMIENTO 2601,SARMIENTO,2601,BALVANERA,COMUNA 3,1045,C1045ABC,-34.60634337,-58.40364251,,,,,,,
1373,MONUMENTO,1,HIERRO Y HORMIGON,HJE. VICTIMAS TRAGEDIA DE ONCE,G.C.B.A.,PLAZA MISERERE,PLAZA MISERERE,MITRE, BARTOLOME 2819,MITRE, BARTOLOME,2819,BALVANERA,COMUNA 3,1201,C1201AAA,-34.60889247,-58.40622385,,,,,
1374,BALAUSTRADA,2,MAMPOSTERIA,MOTIVO DECORATIVO,,PARQUE COLON SUR,PARQUE COLON SUR,PASEO COLON AV. Y YRIGOYEN, HIPOLITO AV.,PASEO COLON AV.,,,COMUNA 1,,,-34.6088315,-58.3696578,,,,,,
1375,MONUMENTO MAUSOLEO,1,BRONCE Y PIEDRA,BERNARDINO RIVADAVIA,YRURTIA, ROGELIO,PLAZA MISERERE,PLAZA MISERERE,MITRE, BARTOLOME 2819,MITRE, BARTOLOME,2819,BALVANERA,COMUNA 3,1201,C1201AAA,-34.60889247,-58.40622385,,,,
1377,PLACA,1,BRONCE,HJE. A BERNARDINO RIVADAVIA,,PLAZA MISERERE,PLAZA MISERERE,MITRE, BARTOLOME 2819,MITRE, BARTOLOME,2819,BALVANERA,COMUNA 3,1201,C1201AAA,-34.60889247,-58.40622385,,,,,
1378,FUENTE,1,MAMPOSTERIA,MOTIVO DECORATIVO,,GUIDO, AGUERO Y ANCHORENA,GUIDO, AGUERO Y ANCHORENA,GUIDO Y AGUERO,GUIDO,,,COMUNA 2,,,-34.58477159,-58.39777005,,,,,
1387,JARRON,1,HIERRO FUNDIDO,MOTIVO DECORATIVO,,ESTOMBA Y ROOSEVELT,ESTOMBA Y ROOSEVELT,ESTOMBA Y ROOSEVELT FRANKLIN D.,ESTOMBA,,,COMUNA 12,,,-34.56621713,-58.47512395,,,,,,,
1389,JARRON,1,MARMOL,MOTIVO DECORATIVO,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1392,JARRON,1,MARMOL,MOTIVO DECORATIVO,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1393,JARRON,1,MARMOL,MOTIVO DECORATIVO,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1394,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1395,JARRON,1,HIERRO FUNDIDO,MOTIVO DECORATIVO,,PZTA TTE GRAL EDUARDO RACEDO,PZTA TTE GRAL EDUARDO RACEDO,CASTILLA, RAMON, MARISCAL Y FIGUEROA ALCORTA, PRES. AV.,CASTILLA, RAMON, MARISCAL,,,COMUNA 14,,,-34.57964501,-58.40022218,,
1399,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,,PZTA CANDIDO DE LASALA,PZTA CANDIDO DE LASALA,SANTA FE AV. 716,SANTA FE AV.,716,,COMUNA 1,1059,C1059ABO,-34.59555568,-58.37733098,,,,,,,
1401,GRUPO ESCULTORICO,1,BRONCE,LOS GALGOS RUSOS,MERCULIANO, GIACOMO,PLAZA MONSEÑOR DE ANDREA,PLAZA MONSEÑOR DE ANDREA,ANCHORENA, TOMAS MANUEL DE, DR. 901,ANCHORENA, TOMAS MANUEL DE, DR.,901,RECOLETA,COMUNA 2,1170,C1170ACQ,-34.59800128,-58.40805116,,
1402,FUENTE,1,MAMPOSTERIA,MOTIVO DECORATIVO,,PLAZA MONSEÑOR DE ANDREA,PLAZA MONSEÑOR DE ANDREA,ANCHORENA, TOMAS MANUEL DE, DR. 901,ANCHORENA, TOMAS MANUEL DE, DR.,901,RECOLETA,COMUNA 2,1170,C1170ACQ,-34.59800128,-58.40805116,,,
1403,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,,PLAZA MONSEÑOR DE ANDREA,PLAZA MONSEÑOR DE ANDREA,ANCHORENA, TOMAS MANUEL DE, DR. 901,ANCHORENA, TOMAS MANUEL DE, DR.,901,RECOLETA,COMUNA 2,1170,C1170ACQ,-34.59800128,-58.40805116,,,
1404,PLACA,1,CEMENTO PATINADO,HJE.A LA HUMANIDAD,,PLAZA MONSEÑOR DE ANDREA,PLAZA MONSEÑOR DE ANDREA,ANCHORENA, TOMAS MANUEL DE, DR. 901,ANCHORENA, TOMAS MANUEL DE, DR.,901,RECOLETA,COMUNA 2,1170,C1170ACQ,-34.59800128,-58.40805116,,,
1411,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,,PZTA F LOMUTO,PZTA F LOMUTO,GARCIA DEL RIO 4102,GARCIA DEL RIO,4102,SAAVEDRA,COMUNA 12,1430,C1430ACU,-34.55467323,-58.48544693,,,,,,,
1414,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,,ESCUELAS RAGGIO,ESCUELAS RAGGIO,DEL LIBERTADOR AV. 8635,DEL LIBERTADOR AV.,8635,NUÑEZ,COMUNA 13,1429,C1429BNG,-34.53610673,-58.46649605,,,,,,,
1415,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,,ESCUELAS RAGGIO,ESCUELAS RAGGIO,DEL LIBERTADOR AV. 8635,DEL LIBERTADOR AV.,8635,NUÑEZ,COMUNA 13,1429,C1429BNG,-34.53610673,-58.46649605,,,,,,,
1418,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,,JARDIN ZOOLOGICO,JARDIN ZOOLOGICO,SARMIENTO 2601,SARMIENTO,2601,BALVANERA,COMUNA 3,1045,C1045ABC,-34.60634337,-58.40364251,,,,,,,
1419,BUSTO,1,BRONCE,MONSEÑOR MIGUEL DE ANDREA,CHIERICO, JOSE,PLAZA MONSEÑOR MIGUEL DE ANDRE,PLAZA MONSEÑOR MIGUEL DE ANDRE,ANCHORENA, TOMAS MANUEL DE, DR. 901,ANCHORENA, TOMAS MANUEL DE, DR.,901,RECOLETA,COMUNA 2,1170,C1170ACQ,-34.59800128,-58.40805116,,
1424,MASTIL,1,HIERRO,HOMENAJE A LA BANDERA,,AV ANTARTIDA ARG Y LOS INMIGRANTES,AV ANTARTIDA ARG Y LOS INMIGRANTES,ANTARTIDA ARGENTINA AV. Y DE LOS INMIGRANTES AV.,ANTARTIDA ARGENTINA AV.,,,COMUNA 1,,,-34.58737618,-58.37184582,,,,,,,
1428,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PLAZA NORUEGA,PLAZA NORUEGA,CIUDAD DE LA PAZ 2175,CIUDAD DE LA PAZ,2175,BELGRANO,COMUNA 13,1428,C1428CPI,-34.56188361,-58.45824827,,,,,,,
1429,MONOLITO,1,GRANITO,PIEDRA FUND. MTO. TARAS SHEVCHENKO,,PZTA GRAL JOSE ANTONIO PAEZ,PZTA GRAL JOSE ANTONIO PAEZ,ISABEL, INFANTA AV. 410,ISABEL, INFANTA AV.,410,,COMUNA 14,1425,C1425CHA,-34.57099207,-58.42138766,,,,,
1441,PLACA,1,BRONCE,HOMENAJE,,PLAZA NUEVA POMPEYA,PLAZA NUEVA POMPEYA,TRAFUL 3801,TRAFUL,3801,NUEVA POMPEYA,COMUNA 4,1437,C1437HMK,-34.65163058,-58.4144224,,,,,,,
1453,MONUMENTO,1,GRANITO Y BRONCE,DR. MIGUEL DE AZCUENAGA,CORDIER, LUIS ERNESTO,PLAZA PRIMERA JUNTA,PLAZA PRIMERA JUNTA,RIVADAVIA AV. Y BARCO CENTENERA DEL,RIVADAVIA AV.,,,COMUNA 6,,,-34.62082004,-58.4411025,,,,,,
1455,PLACA,1,BRONCE,HJE.AL 50*ANIV.ESCUELA DE JARDINEROS,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1456,PLACA,1,BRONCE,HJE.COMPA?EROS SOBRESALIENTES,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1464,PLACA,1,BRONCE,HJE. AL CLUB DE LEONES A LA COMUNIDAD,,PLAZA PRIMERA JUNTA,PLAZA PRIMERA JUNTA,RIVADAVIA AV. Y BARCO CENTENERA DEL,RIVADAVIA AV.,,,COMUNA 6,,,-34.62082004,-58.4411025,,,,,,,
1465,PLACA,1,BRONCE,NOMENCLATURA VELETA DEL CABALLITO,,PLAZA PRIMERA JUNTA,PLAZA PRIMERA JUNTA,RIVADAVIA AV. Y BARCO CENTENERA DEL,RIVADAVIA AV.,,,COMUNA 6,,,-34.62082004,-58.4411025,,,,,,,
1466,PLACA,1,BRONCE,HJE. A LA BANDERA,,PLAZA PRIMERA JUNTA,PLAZA PRIMERA JUNTA,RIVADAVIA AV. Y BARCO CENTENERA DEL,RIVADAVIA AV.,,,COMUNA 6,,,-34.62082004,-58.4411025,,,,,,,
1467,PLACAS,2,BRONCE,HJES. A DR. MIGUEL DE AZCUENAGA,,PLAZA PRIMERA JUNTA,PLAZA PRIMERA JUNTA,RIVADAVIA AV. Y BARCO CENTENERA DEL,RIVADAVIA AV.,,,COMUNA 6,,,-34.62082004,-58.4411025,,,,,,,
1468,PLACA,1,BRONCE,HJE.A FERNAN FELIX DE AMADOR,,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
1469,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A ELISA CHITTY DE BROWN,D.G.M,PLAZA PRIMERO DE MAYO,PLAZA PRIMERO DE MAYO,YRIGOYEN, HIPOLITO 2200,YRIGOYEN, HIPOLITO,2200,BALVANERA,COMUNA 3,1089,C1089AAP,-34.61070524,-58.39736168,,,,,
1479,PLACA,1,BRONCE,HJE.A ALFONSINA STORNI,,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
1480,BUSTO,1,BRONCE,TIRADENTES (J.DA SILVA XAVIER),OLIVA NAVARRO, JUAN,PLAZA R GONZALEZ FERNANDEZ,PLAZA R GONZALEZ FERNANDEZ,SARMIENTO AV. E IRAOLA AV.,SARMIENTO AV.,,,COMUNA 14,,,-34.57214617,-58.41246804,,,,,,
1481,FUENTE,1,PIEDRA Y MAMPOSTERIA,MOTIVO DECORATIVO,VARENNE, H.,PLAZA R GONZALEZ FERNANDEZ,PLAZA R GONZALEZ FERNANDEZ,SARMIENTO AV. E IRAOLA AV.,SARMIENTO AV.,,,COMUNA 14,,,-34.57214617,-58.41246804,,,,,,
1482,MONUMENTO,1,BRONCE Y PIEDRA,EDUARDO COSTA,,PLAZA R GONZALEZ FERNANDEZ,PLAZA R GONZALEZ FERNANDEZ,SARMIENTO AV. E IRAOLA AV.,SARMIENTO AV.,,,COMUNA 14,,,-34.57214617,-58.41246804,,,,,,,
1493,PLACA,1,BRONCE,ESCUDO ESTADO DE BAVIERA,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1494,PLACA,1,MARMOL,HJE. A?O INTERNACIONAL ASTRONOMIA,,PZTA GELLY Y OBES,PZTA GELLY Y OBES,GELLY Y OBES, GRAL. AV.,GELLY Y OBES, GRAL. AV.,,,COMUNA 14,,,,,,,,,
1496,PLACA,1,ACERO INOXIDABLE,HJE. A MIGUEL DE CERVANTES SAAVEDRA,,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
1524,PLACA,1,MARMOL,HJE. A WILLIAM SHAKESPEARE,,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
1528,PLACA,1,BRONCE,HJE.AL DR.GUILLERMO RAWSON,,PZTA REINO DE TAILANDIA,PZTA REINO DE TAILANDIA,AGOTE, LUIS DR. 2201,AGOTE, LUIS DR.,2201,RECOLETA,COMUNA 2,1425,C1425EOA,-34.58715651,-58.3974469,,,,,
1538,MONUMENTO,1,BRONCE Y GRANITO,GRL.BERNARDO DE O'HIGGINS,MAZZA CORDOBA, G.,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,
1548,PLACA,1,MARMOL,HJE. AL PADRE CARLOS MUGICA,,GELLY Y OBES 2230,GELLY Y OBES 2230,GELLY Y OBES, GRAL. AV. 2230,GELLY Y OBES, GRAL. AV.,2230,RECOLETA,COMUNA 2,1425,C1425EMB,-34.58634078,-58.39703726,,,,,
1549,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A LA REPUBLICA DE CROACIA,D.G.O.P.,PLAZA REPUBLICA DE CROACIA,PLAZA REPUBLICA DE CROACIA,ALSINA, VALENTIN AV. Y OLLEROS AV.,ALSINA, VALENTIN AV.,,BELGRANO,COMUNA 13,,,-34.56208748,-58.4348619,,,,,
1550,PLACA Y MONOLITO,1,CEMENTO PATINADO,NOMENCLATURA DE PLAZA,M.O.A.,PLAZA REPUBLICA DE CROACIA,PLAZA REPUBLICA DE CROACIA,ALSINA, VALENTIN AV. Y OLLEROS AV.,ALSINA, VALENTIN AV.,,BELGRANO,COMUNA 13,,,-34.56208748,-58.4348619,,,,,
1551,PLACA,1,BRONCE,HJE.A LEANDRO N. ALEM,,PZTA AZUCENA MAIZANI,PZTA AZUCENA MAIZANI,DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.,DEL LIBERTADOR AV.,,,COMUNA 1,,,-34.59265225,-58.37544732,,,,,
1553,PLACA,1,BRONCE,HOMENAJE A LA BANDERA,,PZTA CARLOS PELLEGRINI,PZTA CARLOS PELLEGRINI,ALVEAR AV. 1350,ALVEAR AV.,1350,RETIRO,COMUNA 1,1014,C1014AAN,-34.59167892,-58.38310936,,,,,,,
1554,PLACA,1,BRONCE,HJE.AL JOCKEY CLUB,,PZTA CARLOS PELLEGRINI,PZTA CARLOS PELLEGRINI,ALVEAR AV. 1350,ALVEAR AV.,1350,RETIRO,COMUNA 1,1014,C1014AAN,-34.59167892,-58.38310936,,,,,,,
1557,GRUPO ESCULTORICO,1,BRONCE,MADRE INMIGRANTE CROATA,TURKALJ, JOSIP,PLAZA REPUBLICA DE CROACIA,PLAZA REPUBLICA DE CROACIA,ALSINA, VALENTIN AV. Y OLLEROS AV.,ALSINA, VALENTIN AV.,,BELGRANO,COMUNA 13,,,-34.56208748,-58.4348619,,,,
1558,PLACA,1,MARMOL,NOMENCLATURA OBRA N° 2789,,PLAZA REPUBLICA DE CROACIA,PLAZA REPUBLICA DE CROACIA,ALSINA, VALENTIN AV. Y OLLEROS AV.,ALSINA, VALENTIN AV.,,BELGRANO,COMUNA 13,,,-34.56208748,-58.4348619,,,,,
1559,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,D.G.O.M.,PLAZA REPUBLICA DE HAITI,PLAZA REPUBLICA DE HAITI,DORREGO AV. 3625,DORREGO AV.,3625,PALERMO,COMUNA 14,1425,C1425GBA,-34.56789071,-58.42143641,,,,,,,
1560,PLACA,1,BRONCE,HJE. AL DR. JEAN FRANCOISE BIERRE,D.G.O.P.,PLAZA REPUBLICA DE HAITI,PLAZA REPUBLICA DE HAITI,DORREGO AV. 3625,DORREGO AV.,3625,PALERMO,COMUNA 14,1425,C1425GBA,-34.56789071,-58.42143641,,,,,,,
1563,PLACA,1,CEMENTO PATINADO,NOMENCLATURA DE PLAZA,M.O.A.,PLAZA REPUBLICA DE MEXICO,PLAZA REPUBLICA DE MEXICO,LA PAMPA 750,LA PAMPA,750,BELGRANO,COMUNA 13,1428,C1428DYP,-34.55507539,-58.43763845,,,,,,,
1564,FUENTE,4,MAMPOSTERIA,MOTIVOS DECORATIVOS,M.O.A. Y D.A.O.M.,PLAZA REPUBLICA DE MEXICO,PLAZA REPUBLICA DE MEXICO,LA PAMPA 750,LA PAMPA,750,BELGRANO,COMUNA 13,1428,C1428DYP,-34.55507539,-58.43763845,,,,,,,
1567,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,D.G.O.M.,PLAZA REPUBLICA DE PAKISTAN,PLAZA REPUBLICA DE PAKISTAN,PINEDO, INT. Y FIGUEROA ALCORTA, PRES. AV.,PINEDO, INT.,,PALERMO,COMUNA 14,,,-34.56403477,-58.42260421,,,,
1571,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,D.G.M.,PLAZA REPUBLICA DEL ECUADOR,PLAZA REPUBLICA DEL ECUADOR,FIGUEROA ALCORTA, PRES. AV. Y DORREGO AV.,FIGUEROA ALCORTA, PRES. AV.,,PALERMO,COMUNA 14,,,-34.56552751,-58.41983183,,,,,
1572,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL DR. JOSE MARIA VELASCO IBARRA,D.G.O.M.,PLAZA REPUBLICA DEL ECUADOR,PLAZA REPUBLICA DEL ECUADOR,FIGUEROA ALCORTA, PRES. AV. Y DORREGO AV.,FIGUEROA ALCORTA, PRES. AV.,,PALERMO,COMUNA 14,,,-34.56552751,-58.41983183,,,,,
1573,BUSTO,1,BRONCE,DR. JOSE MARIA VELASCO IBARRA,RUATTA, CESAR,PLAZA REPUBLICA DEL ECUADOR,PLAZA REPUBLICA DEL ECUADOR,FIGUEROA ALCORTA, PRES. AV. Y DORREGO AV.,FIGUEROA ALCORTA, PRES. AV.,,PALERMO,COMUNA 14,,,-34.56552751,-58.41983183,,,,
1574,PLACA,1,BRONCE,HJE.AL GENERAL JOSE DE SAN MARTINN,,PZTA F LOMUTO,PZTA F LOMUTO,GARCIA DEL RIO 4102,GARCIA DEL RIO,4102,SAAVEDRA,COMUNA 12,1430,C1430ACU,-34.55467323,-58.48544693,,,,,,,
1575,PLACA,1,BRONCE,HJE.AL GENERAL JOSE DE SAN MARTINN,,PZTA F LOMUTO,PZTA F LOMUTO,GARCIA DEL RIO 4102,GARCIA DEL RIO,4102,SAAVEDRA,COMUNA 12,1430,C1430ACU,-34.55467323,-58.48544693,,,,,,,
1576,PLACA,1,BRONCE,HJE.AL POLICIA CAIDO,,PARQUE PASEO DE LAS AMERICAS,PARQUE PASEO DE LAS AMERICAS,FIGUEROA ALCORTA, PRES. AV. 6700,FIGUEROA ALCORTA, PRES. AV.,6700,,COMUNA 13,1428,C1428BCP,-34.55076453,-58.43755598,,,,,
1577,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,D.O.M. Y M.O.A.,PLAZA REPUBLICA DEL PARAGUAY,PLAZA REPUBLICA DEL PARAGUAY,PEÑA 2400,PEÑA,2400,RECOLETA,COMUNA 2,1125,C1125ACB,-34.58994462,-58.39854637,,,,,,,
1585,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL POLICIA CAIDO,,PARQUE PASEO DE LAS AMERICAS,PARQUE PASEO DE LAS AMERICAS,FIGUEROA ALCORTA, PRES. AV. 6700,FIGUEROA ALCORTA, PRES. AV.,6700,,COMUNA 13,1428,C1428BCP,-34.55076453,-58.43755598,,,,,
1587,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL POLICIA CAIDO,,PARQUE PASEO DE LAS AMERICAS,PARQUE PASEO DE LAS AMERICAS,FIGUEROA ALCORTA, PRES. AV. 6700,FIGUEROA ALCORTA, PRES. AV.,6700,,COMUNA 13,1428,C1428BCP,-34.55076453,-58.43755598,,,,,
1588,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL POLICIA CAIDO,,PARQUE PASEO DE LAS AMERICAS,PARQUE PASEO DE LAS AMERICAS,FIGUEROA ALCORTA, PRES. AV. 6700,FIGUEROA ALCORTA, PRES. AV.,6700,,COMUNA 13,1428,C1428BCP,-34.55076453,-58.43755598,,,,,
1594,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL CNEL.FRANCISCO BOLOGNESI,,PLAZA REPUBLICA DEL PERU,PLAZA REPUBLICA DEL PERU,FIGUEROA ALCORTA, PRES. AV. 3437,FIGUEROA ALCORTA, PRES. AV.,3437,PALERMO,COMUNA 14,1425,C1425CLA,-34.5768258,-58.40433093,,,,,
1601,MONUMENTO,1,MARMOL,DR.ARISTOBULO DEL VALLE,PEYNOT, EMILIO EDMUNDO,PLAZA REPUBLICA DEL URUGUAY,PLAZA REPUBLICA DEL URUGUAY,DEL LIBERTADOR AV. 1702,DEL LIBERTADOR AV.,1702,RECOLETA,COMUNA 2,1425,C1425AAQ,-34.58319728,-58.39752727,,,,,,
1602,MONUMENTO,1,BRONCE Y GRANITO,GRL.JOSE GERVASIO DE ARTIGAS,ZORRILLA DE SAN MARTINN,PLAZA REPUBLICA DEL URUGUAY,PLAZA REPUBLICA DEL URUGUAY,DEL LIBERTADOR AV. 1702,DEL LIBERTADOR AV.,1702,RECOLETA,COMUNA 2,1425,C1425AAQ,-34.58319728,-58.39752727,,,,,,,
1604,MONOLITO,1,GRANITO,PIEDRA FUND.PRO MTO.A JOSE G.DE ARTIGAS,,PLAZA REPUBLICA DEL URUGUAY,PLAZA REPUBLICA DEL URUGUAY,DEL LIBERTADOR AV. 1702,DEL LIBERTADOR AV.,1702,RECOLETA,COMUNA 2,1425,C1425AAQ,-34.58319728,-58.39752727,,,,,,,
1605,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A JEAN MERMOZ,,AV RAFAEL OBLIGADO (AEROPARQUE),AV RAFAEL OBLIGADO (AEROPARQUE),OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.,OBLIGADO RAFAEL, AV.COSTANERA,,,COMUNA 14,,,-34.56791636,-58.40194257,,,,,
1611,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A JEAN MERMOZ,,AV RAFAEL OBLIGADO (AEROPARQUE),AV RAFAEL OBLIGADO (AEROPARQUE),OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.,OBLIGADO RAFAEL, AV.COSTANERA,,,COMUNA 14,,,-34.56791636,-58.40194257,,,,,
